time,seconds_elapsed,z,y,x
1760107085684773400,2.4967734375,-0.3440636127948761,0.08935060057938099,0.1407743156833574
1760107085694839600,2.506839599609375,-0.3612894728839397,0.09917524450123309,0.07623122596107423
1760107085704904400,2.516904541015625,-0.3005740151584148,0.07843436202853918,0.05936407964918762
1760107085714970400,2.526970458984375,-0.13522270943820475,0.037214170628786084,0.06358885773736983
1760107085725036300,2.537036376953125,0.01403320152759552,0.022491233271360395,0.12290350875426083
1760107085735102500,2.5471025390625,0.051770519247651095,0.04347966076433658,0.17918661005552858
1760107085745168400,2.55716845703125,-0.044859716945886606,0.06333908422738313,0.21250256766937672
1760107085755234600,2.567234619140625,-0.20351707798540591,0.10468290200680494,0.22840243985168635
1760107085765300500,2.577300537109375,-0.27954700922071934,0.1452946061193943,0.139237132711336
1760107085775366700,2.58736669921875,-0.2544657594561577,0.14886545034348964,0.03897570040859282
1760107085785431300,2.597431396484375,-0.17524141609370708,0.09535451716929673,0.014467610889486967
1760107085795497500,2.60749755859375,-0.0068301382809877395,0.05698007058948278,0.022801760525256395
1760107085805563400,2.6175634765625,0.17349837181866168,0.08353548455983399,0.05997512421961874
1760107085815629600,2.627629638671875,0.18881401437222955,0.08830927483290434,0.09975881654284893
1760107085825695500,2.637695556640625,0.07653378910422325,0.14243249468654393,0.18956673243567346
1760107085835761700,2.64776171875,-0.04150339225530624,0.17242548189014195,0.20805256599057464
1760107085845827300,2.657827392578125,-0.16615268523097038,0.1649167136952281,0.17475366910938173
1760107085855893200,2.667893310546875,-0.22285189305245875,0.13807079234570263,0.11417802171334623
1760107085865959400,2.67795947265625,-0.21821780351102352,0.1046887472257018,0.01831610301118344
1760107085876024600,2.688024658203125,-0.19122399812340735,0.07218143911361694,0.0012368483185768127
1760107085886090500,2.698090576171875,-0.22310966720581055,0.041809389464557166,0.02062368583381176
1760107085896156700,2.70815673828125,-0.2312280917316675,0.040836160518229005,0.010383154587447643
1760107085906222300,2.718222412109375,-0.23548984082937238,0.03409779217392206,-0.0016001652056351304
1760107085916288300,2.728288330078125,-0.21586685647070405,0.020703180810809133,-0.02474631872177124
1760107085926354400,2.7383544921875,-0.1372422325670719,0.014791910940408706,-0.07050992570482194
1760107085936420400,2.74842041015625,-0.031334464940428734,-0.005576338827610015,-0.11408968584276735
1760107085946486500,2.758486572265625,0.05036240601539611,-0.04381780667752027,-0.10530943640731275
1760107085956552400,2.768552490234375,0.052181438136100766,-0.06031389118731022,-0.0734476231245324
1760107085966617300,2.778617431640625,0.004434767577052116,-0.05154284797161817,-0.05092201265953481
1760107085976683300,2.788683349609375,-0.06679916155338286,-0.026246201890707015,-0.02758271119147539
1760107085986749400,2.79874951171875,-0.18356091614961623,0.011910802546143531,-0.0021725217334926127
1760107085996815400,2.8088154296875,-0.2705915493488312,0.052883448925614356,0.009249693578109145
1760107086006881500,2.818881591796875,-0.28665596444308755,0.07413578805178403,-0.00022894991766661405
1760107086016947500,2.828947509765625,-0.21334172190725803,0.07395224817842244,-0.005183357454650104
1760107086027013600,2.839013671875,-0.07668284218609332,0.051039866885542864,-0.009120075849071145
1760107086037079300,2.849079345703125,0.09575696049034595,0.003305763547122478,-0.02457702656947076
1760107086047144400,2.85914453125,0.22571078961491584,-0.017886369824409484,-0.03253474410828203
1760107086057210400,2.86921044921875,0.2762923913389444,-0.019678221677243708,-0.04667184440176934
1760107086067276500,2.879276611328125,0.22948329389095304,-0.020976737055182455,-0.057435449674166736
1760107086077342500,2.889342529296875,0.12701251497566698,0.011714987713098526,-0.03727459557913244
1760107086087408600,2.89940869140625,-0.004302081108093261,0.051942368683218956,0.02349708584565669
1760107086097474300,2.909474365234375,-0.12043781276047229,0.08086684987246989,0.06414050027076154
1760107086107540500,2.91954052734375,-0.2187766064375639,0.07708470098525286,0.10598843164741992
1760107086117606400,2.9296064453125,-0.13808511313199995,0.08573708625733852,0.14982329905759542
1760107086127671000,2.939671142578125,0.05940262156128883,0.048452188479900356,0.12294603272173553
1760107086137737000,2.949737060546875,0.0365513228058815,-0.05390227057933807,0.15943539620731026
1760107086147803100,2.95980322265625,0.000367079746723175,-0.1079413192808628,0.1118007346553728
1760107086157869000,2.969869140625,-0.07801496757268905,-0.11675678616017103,0.07182959346864372
1760107086167935200,2.979935302734375,-0.21463526884913442,-0.1148474454075098,0.0779531909154728
1760107086178001000,2.9900009765625,-0.35049686071276664,-0.07395955470204353,0.12939371102377772
1760107086188067000,3.000067138671875,-0.44382045657634733,-0.017556114956736563,0.20155472840387373
1760107086198133000,3.010133056640625,-0.48218262819647784,0.05062339503914118,0.2142381227577105
1760107086208199000,3.020198974609375,-0.4498246654272079,0.042047874395549294,0.17602580793704836
1760107086218264000,3.03026416015625,-0.3681657883942127,-0.005173603245615959,0.13157529284656047
1760107086228330200,3.040330322265625,-0.24783143600821494,-0.060033320680260654,0.08641520471461117
1760107086238396000,3.05039599609375,-0.17795593574941157,-0.1016366661787033,0.05766527637466788
1760107086248462000,3.060462158203125,-0.14613339503109454,-0.12045008772015571,0.058830813022702926
1760107086258528000,3.070528076171875,-0.1668874292463064,-0.09622019408792257,0.10019333550259471
1760107086268594000,3.080593994140625,-0.21504852582514286,-0.06431698934882879,0.12876966084130106
1760107086278660000,3.09066015625,-0.22323358584642408,-0.025533961968123912,0.11552541773431002
1760107086288726000,3.10072607421875,-0.19152561141848562,-0.01834405046403408,0.081136862452887
1760107086298792200,3.110792236328125,-0.12553659720420837,-0.04250204790383577,0.05532945383824408
1760107086308857000,3.120857177734375,-0.03356850760281086,-0.05156301397681236,0.04397445854395628
1760107086318923000,3.130923095703125,-0.00015840543210506437,-0.05732698433101177,0.04297404932975769
1760107086328989000,3.140989013671875,0.012879939839243888,-0.04879384152442216,0.03214351630099117
1760107086339055000,3.15105517578125,-0.011990882045030593,-0.029503157860040662,0.051627932439185675
1760107086349121000,3.16112109375,-0.08831015161573887,0.007667758148908615,0.07826488721314817
1760107086359187200,3.171187255859375,-0.14985329233705996,0.05297317303568125,0.08194068964906036
1760107086369252900,3.1812529296875,-0.16338848121464253,0.08680266966223717,0.09380659360755235
1760107086379319000,3.191319091796875,-0.13064707208573817,0.09487667052447796,0.1421225154219195
1760107086389384000,3.201384033203125,-0.09723170921802521,0.09775573309212922,0.15961210448108612
1760107086399450000,3.2114501953125,-0.08421148412525653,0.10093144051879643,0.2027535827996209
1760107086409516000,3.22151611328125,-0.1103986493051052,0.11267331623882054,0.25919534526132043
1760107086419582200,3.231582275390625,-0.115078331553936,0.16515549088716505,0.2563608524877578
1760107086429648000,3.24164794921875,-0.05761106196939945,0.16757015081346033,0.22865341893807054
1760107086439714000,3.251714111328125,0.001713233658671379,0.11958031914830207,0.18547588292546568
1760107086449780000,3.261780029296875,0.05289747745096683,0.042156303206086154,0.14032109202314166
1760107086459846100,3.27184619140625,0.08482640115320682,0.010514379751682281,0.0949660658409819
1760107086469911000,3.2819111328125,0.07144844866394996,-0.014958499678969383,0.03674841628056019
1760107086479977200,3.291977294921875,-0.024467501780390737,-0.007894552642107009,0.06421502681169658
1760107086490043000,3.30204296875,-0.12087561965584755,0.04586392555236816,0.11546473705563694
1760107086500109000,3.312109130859375,-0.19018413368165493,0.12772533942013978,0.16158577917423098
1760107086510175000,3.322175048828125,-0.22674656240344046,0.1640890306994319,0.2109632658055052
1760107086520241000,3.332240966796875,-0.2056090818285942,0.16666677223294973,0.19154935762025416
1760107086530307000,3.34230712890625,-0.12622574851214885,0.11338847877085208,0.13962225957140326
1760107086540373000,3.352373046875,-0.035948096215724944,0.052823535431921476,0.07030293189063667
1760107086550439200,3.362439208984375,0.05873100591003894,0.02221796928793192,0.01910232148543
1760107086560504000,3.372504150390625,0.11466624362170695,-0.008041852158308029,0.013276428343541919
1760107086570570000,3.382570068359375,0.07487082432806491,-0.006117021575570106,0.05388754793424159
1760107086580636000,3.392635986328125,-0.03758534202873707,0.006541092206537723,0.07240154813770204
1760107086590702000,3.4027021484375,-0.16619652437269686,-0.0027007833912968634,0.09623199412357061
1760107086600768000,3.41276806640625,-0.26294717207551,-0.0006394669473171234,0.07093121985681354
1760107086610834200,3.422834228515625,-0.298358092674613,0.019158581717312335,0.06732431793864815
1760107086620900000,3.432900146484375,-0.278607682543993,0.044915246525406835,0.05431275107637047
1760107086630966000,3.442966064453125,-0.20025895297229288,0.06336275736391545,0.04276701898295432
1760107086641032000,3.453031982421875,-0.09652443773150443,0.03433656936585903,-0.002914754935540259
1760107086651097000,3.46309716796875,0.003277414235472679,-0.02755085474848747,-0.02901099042892456
1760107086661163000,3.4731630859375,0.034714170506596566,-0.079417527846992,0.006279409063048661
1760107086671229200,3.483229248046875,0.04721709372699261,-0.0937745545014739,0.028407909969240426
1760107086681294800,3.493294921875,-0.007456745746731758,-0.09138853614777326,0.025977577549777923
1760107086691361000,3.503361083984375,-0.11520692636966705,-0.06090571960061788,0.05468173051923513
1760107086701427000,3.513427001953125,-0.17838906646966934,-0.0244321382060647,0.0947878962624818
